monthly_salary,city,city_living_cost_index,goal_type,goal_cost,timeline_years,income_growth_rate,monthly_living_cost,disposable_income,monthly_investment_required,investment_to_income_ratio,verdict
6504767,Bali (Denpasar),8,Higher Education,150000000,20,0.0868,6500000,4767,625000,2.0,red
7509051,Surabaya,5,Education,258826030,14,0.1047,5500000,2009051,1540631,0.7668,red
6822841,Surabaya,5,Emergency Fund,33000000,15,0.0979,5500000,1322841,381137,0.2881,green
18087366,Yogyakarta,6,Custom,245838691,30,0.1103,4000000,14087366,2951391,0.2095,green
22217552,Jakarta Utara,3,Custom,456530835,5,0.1122,6000000,16217552,9711031,0.5988,red
6276134,Bandung,4,Education,135123022,14,0.1201,5000000,1276134,804304,0.6303,red
23611223,Jakarta Selatan,1,Custom,383914698,22,0.0941,8500000,15111223,4253979,0.2815,green
10713247,Yogyakarta,6,Emergency Fund,24000000,4,0.0969,4000000,6713247,607753,0.0905,green
23766414,Surabaya,5,Retirement,1152000000,18,0.0765,5500000,18266414,12835303,0.7027,red
5897266,Jakarta Selatan,1,Retirement,1224000000,14,0.1276,8500000,0,14425216,1.0,red
10677200,Jakarta Utara,3,Custom,66020569,19,0.0771,6000000,4677200,731714,0.1564,green
51147371,Yogyakarta,6,Property,540000000,24,0.0423,4000000,47147371,1875000,0.0398,green
15331870,Bali (Denpasar),8,Retirement,1296000000,30,0.1082,6500000,8831870,15558993,1.7617,red
18016063,Bali (Denpasar),8,Retirement,1152000000,22,0.0542,6500000,11516063,12764774,1.1084,red
6232737,Makassar,10,Higher Education,150000000,22,0.081,4200000,2032737,568182,0.2795,green
5101620,Makassar,10,Emergency Fund,25200000,17,0.0901,4200000,901620,283132,0.314,yellow
13442993,Jakarta Pusat,2,Wedding,30000000,25,0.1078,7500000,5942993,338635,0.057,green
20229007,Makassar,10,Property,495000000,20,0.0563,4200000,16029007,2062500,0.1287,green
7272151,Makassar,10,Retirement,612000000,16,0.1423,4200000,3072151,6957913,2.0,red
6389862,Makassar,10,Property,495000000,16,0.1345,4200000,2189862,2578125,1.1773,red
5918773,Jakarta Pusat,2,Emergency Fund,45000000,19,0.0976,7500000,0,498740,1.0,red
6897648,Yogyakarta,6,Property,900000000,3,0.0974,4000000,2897648,25000000,2.0,red
18589342,Semarang,9,Education,104882755,10,0.1063,3800000,14789342,874023,0.0591,green
14673839,Medan,7,Custom,343889263,26,0.0597,3500000,11173839,3919095,0.3507,yellow
10850577,Bali (Denpasar),8,Retirement,1224000000,8,0.1056,6500000,4350577,18837557,2.0,red
16036236,Jakarta Selatan,1,Wedding,200000000,8,0.0808,8500000,7536236,3078032,0.4084,yellow
10456044,Jakarta Utara,3,Education,145676571,11,0.1099,6000000,4456044,1103610,0.2477,green
43721019,Bali (Denpasar),8,Retirement,1584000000,3,0.0661,6500000,37221019,50935500,1.3685,red
6533806,Bali (Denpasar),8,Emergency Fund,39000000,20,0.1346,6500000,33806,431161,2.0,red
41837193,Semarang,9,Education,79131385,13,0.0507,3800000,38037193,507252,0.0133,green
42427850,Jakarta Utara,3,Education,203200712,22,0.0572,6000000,36427850,769700,0.0211,green
6815017,Jakarta Utara,3,Wedding,200000000,21,0.1476,6000000,815017,2211081,2.0,red
38385154,Jakarta Pusat,2,Wedding,200000000,20,0.0329,7500000,30885154,2211081,0.0716,green
5860775,Yogyakarta,6,Retirement,972000000,17,0.1051,4000000,1860775,10920793,2.0,red
5708694,Bandung,4,Custom,319275259,3,0.1444,5000000,708694,10266695,2.0,red
7448573,Surabaya,5,Custom,125517138,9,0.0883,5500000,1948573,1802947,0.9253,red
20708096,Semarang,9,Retirement,900000000,20,0.1013,3800000,16908096,9949866,0.5885,red
24043509,Medan,7,Custom,316663861,10,0.0573,3500000,20543509,4298434,0.2092,green
38977959,Jakarta Selatan,1,Custom,169152992,27,0.0383,8500000,30477959,1949152,0.064,green
52072466,Medan,7,Retirement,1224000000,26,0.0561,3500000,48572466,13949177,0.2872,green
17071845,Jakarta Utara,3,Custom,466543043,9,0.0528,6000000,11071845,6701494,0.6053,red
21927820,Jakarta Selatan,1,Higher Education,120000000,26,0.056,8500000,13427820,384615,0.0286,green
22745242,Yogyakarta,6,Education,98012442,13,0.098,4000000,18745242,628285,0.0335,green
6283316,Bandung,4,Retirement,3480000000,17,0.122,5000000,1283316,39099136,2.0,red
58169335,Makassar,10,Custom,372001810,28,0.054,4200000,53969335,4340164,0.0804,green
50622173,Jakarta Pusat,2,Emergency Fund,45000000,16,0.0447,7500000,43122173,511611,0.0119,green
23499239,Makassar,10,Emergency Fund,25200000,17,0.0674,4200000,19299239,283132,0.0147,green
21262946,Makassar,10,Property,770000000,22,0.0744,4200000,17062946,2916667,0.1709,green
7802762,Makassar,10,Custom,56094946,28,0.0993,4200000,3602762,654463,0.1817,green
7217531,Bali (Denpasar),8,Custom,430642593,30,0.1035,6500000,717531,5170035,2.0,red
12577528,Bali (Denpasar),8,Education,215390145,29,0.1004,6500000,6077528,618937,0.1018,green
48699059,Jakarta Selatan,1,Custom,418042876,27,0.0586,8500000,40199059,4817114,0.1198,green
11484514,Yogyakarta,6,Higher Education,150000000,8,0.117,4000000,7484514,1562500,0.2088,green
17760208,Semarang,9,Emergency Fund,22800000,24,0.1096,3800000,13960208,255320,0.0183,green
10571023,Jakarta Utara,3,Custom,234809677,5,0.059,6000000,4571023,4994721,1.0927,red
6435286,Bali (Denpasar),8,Property,1188000000,13,0.0977,6500000,0,7615385,1.0,red
7617260,Medan,7,Education,147828331,30,0.1241,3500000,4117260,410634,0.0997,green
23010839,Medan,7,Emergency Fund,21000000,10,0.0962,3500000,19510839,285057,0.0146,green
5815822,Jakarta Pusat,2,Emergency Fund,45000000,29,0.1472,7500000,0,532259,1.0,red
5283723,Jakarta Selatan,1,Wedding,30000000,21,0.0883,8500000,0,331662,1.0,red
24295062,Surabaya,5,Higher Education,200000000,8,0.0611,5500000,18795062,2083333,0.1108,green
6422568,Yogyakarta,6,Retirement,576000000,27,0.1331,4000000,2422568,6637256,2.0,red
7392126,Jakarta Selatan,1,Property,1512000000,7,0.1007,8500000,0,18000000,1.0,red
19008976,Jakarta Selatan,1,Custom,351619405,17,0.0773,8500000,10508976,3950579,0.3759,yellow
10289907,Medan,7,Emergency Fund,21000000,27,0.0516,3500000,6789907,241983,0.0356,green
5106023,Makassar,10,Emergency Fund,25200000,22,0.1003,4200000,906023,279229,0.3082,yellow
12900488,Jakarta Utara,3,Property,1260000000,6,0.0855,6000000,6900488,17500000,2.0,red
12859303,Medan,7,Emergency Fund,21000000,9,0.0808,3500000,9359303,301647,0.0322,green
7120953,Surabaya,5,Retirement,756000000,15,0.1346,5500000,1620953,8731498,2.0,red
13291024,Semarang,9,Property,382500000,7,0.119,3800000,9491024,4553571,0.4798,yellow
6190572,Jakarta Selatan,1,Wedding,30000000,26,0.1372,8500000,0,341892,1.0,red
7381342,Semarang,9,Emergency Fund,22800000,17,0.1452,3800000,3581342,256167,0.0715,green
5776894,Semarang,9,Higher Education,150000000,13,0.0937,3800000,1976894,961538,0.4864,yellow
22020045,Semarang,9,Custom,418596645,30,0.0895,3800000,18220045,5025418,0.2758,green
30958921,Surabaya,5,Higher Education,200000000,25,0.0577,5500000,25458921,666667,0.0262,green
17549650,Surabaya,5,Wedding,30000000,8,0.0992,5500000,12049650,461705,0.0383,green
13491489,Semarang,9,Retirement,1512000000,14,0.0577,3800000,9691489,17819384,1.8387,red
12806074,Makassar,10,Retirement,3240000000,11,0.0993,4200000,8606074,41981057,2.0,red
27589442,Surabaya,5,Retirement,3600000000,19,0.0668,5500000,22089442,39899214,1.8063,red
5841433,Jakarta Pusat,2,Property,1368000000,28,0.0936,7500000,0,4071429,1.0,red
5196393,Semarang,9,Property,382500000,17,0.1318,3800000,1396393,1875000,1.3427,red
6539368,Jakarta Utara,3,Wedding,80000000,17,0.111,6000000,539368,898831,1.6665,red
6006333,Makassar,10,Property,594000000,9,0.1309,4200000,1806333,5500000,2.0,red
21570435,Jakarta Pusat,2,Custom,241666601,28,0.0778,7500000,14070435,2819537,0.2004,green
5971759,Medan,7,Wedding,80000000,24,0.0976,3500000,2471759,895861,0.3624,yellow
7920739,Surabaya,5,Higher Education,80000000,29,0.1114,5500000,2420739,229885,0.095,green
5804601,Bali (Denpasar),8,Property,792000000,23,0.0959,6500000,0,2869565,1.0,red
20512817,Semarang,9,Retirement,2280000000,23,0.1147,3800000,16712817,25373457,1.5182,red
47333605,Yogyakarta,6,Wedding,200000000,11,0.0714,4000000,43333605,2591423,0.0598,green
15437350,Medan,7,Wedding,30000000,27,0.0524,3500000,11937350,345690,0.029,green
17613004,Jakarta Selatan,1,Wedding,200000000,10,0.0834,8500000,9113004,2714824,0.2979,green
24493125,Bandung,4,Retirement,1008000000,28,0.1199,5000000,19493125,11760387,0.6033,red
47466063,Bandung,4,Property,504000000,17,0.0749,5000000,42466063,2470588,0.0582,green
23835977,Jakarta Utara,3,Emergency Fund,36000000,20,0.0603,6000000,17835977,397995,0.0223,green
6110082,Surabaya,5,Education,240256175,8,0.0971,5500000,610082,2502668,2.0,red
39187321,Jakarta Pusat,2,Higher Education,120000000,22,0.0415,7500000,31687321,454545,0.0143,green
5229914,Yogyakarta,6,Emergency Fund,24000000,25,0.1214,4000000,1229914,270908,0.2203,green
13001464,Yogyakarta,6,Education,217109895,10,0.1159,4000000,9001464,1809249,0.201,green
17534004,Semarang,9,Higher Education,200000000,19,0.0732,3800000,13734004,877193,0.0639,green
6019418,Bandung,4,Education,198456275,15,0.1291,5000000,1019418,1102535,1.0815,red
7517575,Medan,7,Education,123285911,20,0.1315,3500000,4017575,513691,0.1279,green
34915600,Jakarta Selatan,1,Higher Education,150000000,8,0.0464,8500000,26415600,1562500,0.0592,green
5368033,Yogyakarta,6,Property,900000000,7,0.1038,4000000,1368033,10714286,2.0,red
36707723,Medan,7,Education,287929325,21,0.0535,3500000,33207723,1142577,0.0344,green
11438045,Jakarta Pusat,2,Property,2052000000,17,0.0703,7500000,3938045,10058824,2.0,red
21830774,Jakarta Pusat,2,Retirement,684000000,20,0.086,7500000,14330774,7561898,0.5277,red
19803630,Bandung,4,Retirement,4080000000,11,0.1054,5000000,14803630,52865035,2.0,red
6393115,Jakarta Pusat,2,Custom,59756005,7,0.1416,7500000,0,1000985,1.0,red
22979782,Surabaya,5,Custom,429697613,29,0.0937,5500000,17479782,5082453,0.2908,green
21744485,Bali (Denpasar),8,Property,1540000000,9,0.0754,6500000,15244485,14259259,0.9354,red
51943566,Yogyakarta,6,Emergency Fund,24000000,9,0.0764,4000000,47943566,344740,0.0072,green
18095232,Bali (Denpasar),8,Wedding,80000000,30,0.1034,6500000,11595232,960432,0.0828,green
5808519,Jakarta Pusat,2,Emergency Fund,45000000,20,0.1007,7500000,0,497493,1.0,red
23521274,Yogyakarta,6,Custom,138763750,5,0.0717,4000000,19521274,2951694,0.1512,green
16512192,Jakarta Pusat,2,Education,155008677,21,0.0654,7500000,9012192,615114,0.0683,green
12600597,Bandung,4,Higher Education,200000000,26,0.0822,5000000,7600597,641026,0.0843,green
6922027,Makassar,10,Emergency Fund,25200000,14,0.121,4200000,2722027,296990,0.1091,green
6870696,Yogyakarta,6,Wedding,30000000,16,0.0827,4000000,2870696,341074,0.1188,green
6502064,Makassar,10,Property,770000000,22,0.1485,4200000,2302064,2916667,1.267,red
11354616,Medan,7,Higher Education,150000000,18,0.0681,3500000,7854616,694444,0.0884,green
49672194,Medan,7,Wedding,30000000,20,0.0354,3500000,46172194,331662,0.0072,green
7779069,Jakarta Selatan,1,Emergency Fund,51000000,29,0.1459,8500000,0,603227,1.0,red
10085127,Jakarta Selatan,1,Property,1890000000,8,0.1003,8500000,1585127,19687500,2.0,red
19736290,Makassar,10,Wedding,200000000,29,0.0576,4200000,15536290,2365595,0.1523,green
14130561,Jakarta Pusat,2,Emergency Fund,45000000,17,0.097,7500000,6630561,505592,0.0763,green
7665930,Yogyakarta,6,Retirement,1584000000,26,0.1416,4000000,3665930,18051877,2.0,red
32799374,Medan,7,Emergency Fund,21000000,3,0.059,3500000,29299374,675281,0.023,green
21124086,Bandung,4,Property,630000000,4,0.0524,5000000,16124086,13125000,0.814,red
15795469,Jakarta Pusat,2,Custom,53566456,12,0.1169,7500000,8295469,668039,0.0805,green
7040661,Makassar,10,Property,594000000,17,0.1347,4200000,2840661,2911765,1.025,red
14201803,Bali (Denpasar),8,Custom,367253363,22,0.1148,6500000,7701803,4069363,0.5284,red
26818031,Jakarta Selatan,1,Emergency Fund,51000000,25,0.0702,8500000,18318031,575680,0.0314,green
7529236,Surabaya,5,Higher Education,200000000,20,0.0859,5500000,2029236,833333,0.4107,yellow
19110423,Medan,7,Higher Education,120000000,14,0.0677,3500000,15610423,714286,0.0458,green
7757208,Jakarta Pusat,2,Custom,445806652,30,0.1093,7500000,257208,5352085,2.0,red
20033709,Jakarta Utara,3,Custom,364486370,10,0.1156,6000000,14033709,4947582,0.3525,yellow
7266144,Makassar,10,Property,396000000,21,0.1144,4200000,3066144,1571429,0.5125,red
46899764,Makassar,10,Custom,283225893,22,0.0431,4200000,42699764,3138294,0.0735,green
20162658,Bali (Denpasar),8,Custom,175907694,19,0.1145,6500000,13662658,1949605,0.1427,green
19190126,Makassar,10,Wedding,80000000,16,0.1013,4200000,14990126,909531,0.0607,green
6958773,Yogyakarta,6,Retirement,612000000,27,0.081,4000000,2958773,7052084,2.0,red
14901342,Jakarta Selatan,1,Education,90700071,10,0.0705,8500000,6401342,755834,0.1181,green
15236406,Bandung,4,Property,630000000,13,0.1094,5000000,10236406,4038462,0.3945,yellow
21708947,Medan,7,Retirement,1296000000,27,0.0763,3500000,18208947,14933825,0.8201,red
19292347,Medan,7,Education,91086948,13,0.0564,3500000,15792347,583891,0.037,green
38704488,Jakarta Utara,3,Custom,78551886,22,0.0634,6000000,32704488,870397,0.0266,green
6739007,Yogyakarta,6,Retirement,3240000000,19,0.0852,4000000,2739007,35909292,2.0,red
14110347,Medan,7,Retirement,1224000000,14,0.1003,3500000,10610347,14425216,1.3595,red
7463498,Semarang,9,Education,225751621,22,0.1051,3800000,3663498,855120,0.2334,green
6677608,Bali (Denpasar),8,Higher Education,200000000,7,0.0903,6500000,177608,2380952,2.0,red
12806506,Makassar,10,Custom,430427977,24,0.0616,4200000,8606506,4820046,0.56,red
40002863,Makassar,10,Higher Education,80000000,24,0.0575,4200000,35802863,277778,0.0078,green
21434255,Makassar,10,Education,88143893,6,0.0907,4200000,17234255,1224221,0.071,green
7418682,Bandung,4,Education,69692378,5,0.1109,5000000,2418682,1161540,0.4802,yellow
18362575,Medan,7,Custom,180914632,7,0.0858,3500000,14862575,3030536,0.2039,green
10979080,Jakarta Utara,3,Higher Education,80000000,29,0.115,6000000,4979080,229885,0.0462,green
7690286,Semarang,9,Education,242532317,13,0.1069,3800000,3890286,1554694,0.3996,yellow
5485442,Semarang,9,Higher Education,150000000,24,0.1474,3800000,1685442,520833,0.309,yellow
48247076,Makassar,10,Emergency Fund,25200000,15,0.0667,4200000,44047076,291050,0.0066,green
5430547,Medan,7,Property,405000000,25,0.0852,3500000,1930547,1350000,0.6993,red
19974782,Makassar,10,Retirement,720000000,7,0.1048,4200000,15774782,12060861,0.7646,red
21479694,Jakarta Pusat,2,Custom,200848853,6,0.0668,7500000,13979694,3738287,0.2674,green
20464068,Medan,7,Emergency Fund,21000000,26,0.0931,3500000,16964068,239324,0.0141,green
6795484,Jakarta Selatan,1,Higher Education,150000000,19,0.1378,8500000,0,657895,1.0,red
6558750,Surabaya,5,Custom,123996102,27,0.1242,5500000,1058750,1428809,1.3495,red
10265397,Jakarta Pusat,2,Emergency Fund,45000000,22,0.0614,7500000,2765397,498624,0.1803,green
40808702,Bandung,4,Wedding,200000000,10,0.043,5000000,35808702,2714824,0.0758,green
19447663,Jakarta Selatan,1,Property,2940000000,4,0.0814,8500000,10947663,61250000,2.0,red
7241974,Medan,7,Emergency Fund,21000000,4,0.0973,3500000,3741974,531784,0.1421,green
6756177,Jakarta Pusat,2,Emergency Fund,45000000,29,0.1023,7500000,0,532259,1.0,red
5514319,Bandung,4,Custom,340804947,27,0.1424,5000000,514319,3927100,2.0,red
21781840,Jakarta Selatan,1,Higher Education,80000000,24,0.0578,8500000,13281840,277778,0.0209,green
12638222,Jakarta Utara,3,Emergency Fund,36000000,21,0.069,6000000,6638222,397995,0.06,green
12008156,Semarang,9,Wedding,80000000,18,0.0862,3800000,8208156,891340,0.1086,green
6117635,Jakarta Utara,3,Property,1960000000,24,0.1035,6000000,117635,6805556,2.0,red
18837454,Bandung,4,Wedding,80000000,20,0.1102,5000000,13837454,884433,0.0639,green
7392612,Jakarta Pusat,2,Property,2660000000,14,0.0909,7500000,0,15833333,1.0,red
5320153,Jakarta Selatan,1,Retirement,3600000000,7,0.1431,8500000,0,60304304,1.0,red
22231994,Bandung,4,Wedding,30000000,27,0.0817,5000000,17231994,345690,0.0201,green
11964729,Makassar,10,Custom,146339361,19,0.1078,4200000,7764729,1621896,0.2089,green
15105675,Jakarta Utara,3,Wedding,200000000,6,0.0747,6000000,9105675,3722488,0.4088,yellow
20496909,Jakarta Pusat,2,Wedding,80000000,24,0.1016,7500000,12996909,895861,0.0689,green
25763247,Semarang,9,Education,75197593,20,0.0324,3800000,21963247,313323,0.0143,green
21130347,Yogyakarta,6,Education,195371072,13,0.051,4000000,17130347,1252379,0.0731,green
50636237,Bali (Denpasar),8,Higher Education,150000000,23,0.046,6500000,44136237,543478,0.0123,green
33822077,Makassar,10,Wedding,200000000,8,0.0732,4200000,29622077,3078032,0.1039,green
6015863,Jakarta Pusat,2,Custom,173639874,28,0.1432,7500000,0,2025865,1.0,red
12770407,Bandung,4,Wedding,80000000,15,0.1031,5000000,7770407,923968,0.1189,green
16007320,Semarang,9,Retirement,1656000000,13,0.0702,3800000,12207320,20016891,1.6397,red
6001953,Bandung,4,Property,980000000,10,0.1357,5000000,1001953,8166667,2.0,red
48450283,Bandung,4,Property,630000000,10,0.0358,5000000,43450283,5250000,0.1208,green
7719395,Semarang,9,Education,71363468,29,0.111,3800000,3919395,205067,0.0523,green
35102697,Semarang,9,Education,217739509,27,0.0699,3800000,31302697,672036,0.0215,green
10552487,Bali (Denpasar),8,Emergency Fund,39000000,6,0.0721,6500000,4052487,725885,0.1791,green
6065138,Medan,7,Custom,386842038,23,0.1418,3500000,2565138,4305053,1.6783,red
21943178,Surabaya,5,Property,720000000,22,0.0824,5500000,16443178,2727273,0.1659,green
15539032,Medan,7,Retirement,2040000000,4,0.0748,3500000,12039032,51659016,2.0,red
22053611,Jakarta Utara,3,Property,1512000000,21,0.1147,6000000,16053611,6000000,0.3737,yellow
19225089,Bandung,4,Wedding,200000000,22,0.0516,5000000,14225089,2216107,0.1558,green
5234739,Surabaya,5,Wedding,80000000,22,0.0839,5500000,0,886443,1.0,red
5773072,Yogyakarta,6,Retirement,3720000000,9,0.1303,4000000,1773072,53434639,2.0,red
11808793,Jakarta Utara,3,Custom,190018210,18,0.0929,6000000,5808793,2117136,0.3645,yellow
10904464,Semarang,9,Education,271869721,20,0.1148,3800000,7104464,1132791,0.1594,green
33113562,Bali (Denpasar),8,Retirement,3000000000,13,0.0625,6500000,26613562,36262484,1.3626,red
59189196,Jakarta Utara,3,Emergency Fund,36000000,5,0.0459,6000000,53189196,765769,0.0144,green
7179098,Yogyakarta,6,Property,1200000000,18,0.1436,4000000,3179098,5555556,1.7475,red
12383612,Semarang,9,Education,103706885,14,0.1037,3800000,8583612,617303,0.0719,green
19057878,Jakarta Pusat,2,Wedding,80000000,16,0.0963,7500000,11557878,909531,0.0787,green
11537420,Semarang,9,Property,459000000,27,0.1148,3800000,7737420,1416667,0.1831,green
15650459,Jakarta Pusat,2,Wedding,80000000,16,0.0915,7500000,8150459,909531,0.1116,green
20002328,Yogyakarta,6,Wedding,80000000,16,0.117,4000000,16002328,909531,0.0568,green
19403918,Bali (Denpasar),8,Property,1540000000,19,0.0624,6500000,12903918,6754386,0.5234,red
18147668,Makassar,10,Wedding,80000000,27,0.1022,4200000,13947668,921841,0.0661,green
7441216,Medan,7,Education,91545293,18,0.0827,3500000,3941216,423821,0.1075,green
6260322,Medan,7,Wedding,80000000,11,0.1433,3500000,2760322,1036569,0.3755,yellow
34953802,Jakarta Selatan,1,Higher Education,80000000,19,0.0303,8500000,26453802,350877,0.0133,green
7341404,Jakarta Selatan,1,Education,119383119,14,0.1345,8500000,0,710614,1.0,red
10287573,Makassar,10,Education,278177832,29,0.0709,4200000,6087573,799362,0.1313,green
6735503,Yogyakarta,6,Higher Education,150000000,18,0.1223,4000000,2735503,694444,0.2539,green
20483989,Medan,7,Education,225343028,28,0.0541,3500000,16983989,670664,0.0395,green
